customer_id,first_name,last_name,date_of_birth,gender,email,phone_number,address,city,country,occupation,income_bracket,customer_since
b8666c36-265d-4d74-805b-af00b83d66eb,Tammy,Davis,1990-12-27,M,ojones@example.net,(371)895-6756x897,39020 Kyle Road,Frankfurt,Germany,Sports development officer,Low,2018-06-15
c7eedf4f-2190-448e-b33c-cb14d33a956e,Stephen,Medina,2018-10-10,M,rbowen@example.org,447-263-6414x0807,2095 Jill Haven Suite 815,Tokyo,Japan,Contractor,High,2022-04-15
e1fb1fb4-0eaf-4508-9d3c-a4dfdd713122,Michael,Alvarado,null,M,fsharp@example.org,001-816-693-4243x72609,0999 Breanna Rue Apt. 399,Los Angeles,United States,Technical author,Medium,2022-08-16
b281f109-74be-4585-9655-ed14ae127693,Crystal,Hall,1990-01-13,M,stephensbryce@example.org,001-514-904-5246,6990 Amanda Lane Apt. 505,Berlin,Germany,"Social research officer, government",High,2016-04-22
233c8c00-f0c6-4609-941c-2b2bb3693056,Jane,Johnson,1990-12-08,M,pmartin@example.net,776-239-1421x33122,3569 Benjamin Via,Fukuoka,Japan,Multimedia programmer,High,2016-11-15
36d28ac5-26b0-48f2-beb2-e8f4057c7ae4,Denise,Williams,1962-07-03,F,jenniferbyrd@example.com,001-627-288-3537x2287,15242 Gordon Hills Apt. 496,Chennai,India,Psychiatric nurse,Low,2016-10-30
aafcbcef-3b84-4dd3-9217-b2519c8789fb,Manuel,Ward,1992-11-25,F,zmeyers@example.com,+1-738-242-2669,466 Holly Circles,Los Angeles,United States,Architectural technologist,High,2023-01-30
a8c00c26-e24d-4009-98d5-fe0d40b6e099,Michael,Bryan,1976-07-05,F,gary69@example.com,951-243-0971x6982,7083 Jones Loop Suite 951,Chicago,United States,"Designer, television/film set",Medium,2020-04-01
b6d6c2ba-1c74-4d37-9ab9-90a97f5086e0,Catherine,Kidd,1954-04-05,F,susanmiller@example.com,2842159095,1191 Harris Ferry,Delhi,India,Make,Medium,2015-02-22
c63267b3-507c-45e8-b4dd-7dbde6e6821c,null,Martin,1945-05-03,F,pamelaweber@example.net,(927)760-9318x179,421 Morton Overpass Suite 147,Chicago,United States,General practice doctor,Low,2015-09-23
8f009dbb-7215-470c-98ff-e0f16528ad08,Casey,Small,2005-01-12,M,pattonstephanie@example.org,766.943.5359x26954,07566 Michael Burgs,Tokyo,Japan,Gaffer,Medium,2022-12-09
dbf5ba9c-7efc-47e9-953e-378d8fae38a4,Shannon,King,1969-08-15,M,zmadden@example.org,(723)734-8993,74680 Kevin Flat,Nagoya,Japan,Hospital doctor,High,2017-03-25
8024a77e-8dce-424b-99c6-89c5fca98ab1,Marc,Gallegos,1938-08-24,M,christopherbraun@example.net,732.700.9799,70149 Thompson Shores Apt. 839,Berlin,Germany,Chief Marketing Officer,Low,2024-06-18
f1a66ae7-c99f-475c-bae4-7a20ad15283a,Kimberly,Vega,null,M,courtney99@example.com,(465)965-7128x4410,11816 Mark Plain,London,United Kingdom,Quarry manager,Medium,2019-11-17
f4e47265-babe-423a-95ca-f28668c6ecbc,Brittany,Rowland,1940-07-29,F,karawalker@example.net,(923)851-3658,2402 Hunter Lane Suite 120,Birmingham,United Kingdom,Pharmacologist,Low,2018-12-04
da9981b9-424f-4919-a766-5a4a7ea14219,Latasha,Roberts,1984-03-09,M,james63@example.com,358.427.4468,66832 Gray Harbors,Houston,United States,Marketing executive,Medium,2023-11-06
70923b0c-ac18-4ebe-9919-c73a8f541bd8,Peter,Reid,2012-09-04,M,christopher64@example.org,+1-950-432-6249x4431,047 Caldwell Road Suite 441,Munich,Germany,"Investment banker, corporate",Medium,2022-10-24
6fca55c2-11c7-44ce-acba-61d3d626aed7,Brooke,Miller,1974-05-20,M,ymorgan@example.com,289.904.1000,27250 Melissa Rapid,Mumbai,India,Careers adviser,Medium,2024-08-14
6d003719-5046-4acc-b78b-5b9f997df3cd,null,Green,2000-05-11,F,fgreene@example.org,+1-348-885-3223x8353,03292 Orozco Fall Apt. 079,Munich,Germany,Financial adviser,High,2023-03-28
966f90ff-9a05-4e74-86d5-dddd172de084,Justin,Lewis,1947-12-19,F,hebertbrandon@example.org,+1-754-885-9002x3592,48650 Mark Gateway Apt. 224,New York,United States,"Teacher, music",High,2019-11-05
db28a327-db94-4bda-ae07-135b274370df,Carolyn,Curtis,1999-09-11,F,robertscott@example.org,8836780063,65650 Lonnie Circles Suite 372,London,United Kingdom,Fitness centre manager,Medium,2018-03-20
a4755852-8b51-4eb7-9de2-2c4beec57328,Rebecca,Matthews,1935-01-13,F,kristenjones@example.net,485.343.8957,6511 Zavala Views,Mumbai,India,"Conservation officer, historic buildings",Medium,2015-04-19
e0781ff8-681d-47f3-a5bd-4f955889242c,Jose,Holmes,1977-10-17,M,dpadilla@example.org,435.881.5615x613,50412 Matthews Village,Phoenix,United States,Pension scheme manager,High,2022-02-26
81a9ac73-d488-4420-8cf8-60dd614a2c74,Elizabeth,Dudley,1995-04-09,F,garytaylor@example.com,(336)812-0309,3377 Walker Curve,Chicago,United States,Higher education careers adviser,Medium,2015-01-01
c9f0e7fb-fcfd-4282-a724-bd67df85bfe2,Patricia,Padilla,1968-07-16,F,timothy96@example.net,795.220.3820,6511 Smith Lodge Suite 655,London,United Kingdom,Housing manager/officer,High,2022-06-11
e074f553-4466-4f27-b47f-760199a6ac6b,Brandy,Grant,1957-12-09,M,joshua93@example.com,+1-587-888-9906x3720,607 Felicia Loaf Suite 781,Frankfurt,Germany,Chartered public finance accountant,High,2022-08-14
dc92aad1-40fc-479f-ad8c-042a14da5706,Sharon,Anderson,2018-01-30,M,kimberlypatterson@example.net,(918)600-6191,7586 George Junction Suite 245,Osaka,Japan,Medical illustrator,Low,2017-12-06
172f5750-2f4e-416f-bd8b-e32f5a37bc21,Jennifer,Payne,1957-10-15,M,zfernandez@example.com,798.428.2142,450 Adam Manors Apt. 217,Tokyo,Japan,Advertising copywriter,High,2018-08-10
c1daa51c-4b25-4c2c-a7b3-e3e81aa2eedc,Victor,Kelly,2014-02-11,M,hadams@example.com,844-897-3200x566,03696 Daniel Junctions Apt. 538,Glasgow,United Kingdom,"Surveyor, minerals",Low,2021-03-17
23899793-70ed-4e3f-8ace-aa4e44607bf9,Brenda,Huber,1984-08-28,F,clarkwendy@example.com,+1-551-302-5499,350 Mark Road,Birmingham,United Kingdom,Warehouse manager,High,2016-03-09
d7f0a33d-e417-4056-aed0-57ede47ee282,Denise,Holloway,1941-04-22,M,tammyhammond@example.org,695-388-1605x516,9795 Rhodes Orchard Suite 673,Fukuoka,Japan,"Production assistant, television",Medium,2016-06-23
b3f4015f-a6a3-43c1-be4f-803c1a35d751,Jane,May,1927-03-07,M,danielreynolds@example.org,001-626-948-7346x89547,325 Tina Ramp Suite 722,Cologne,Germany,Film/video editor,High,2015-08-30
586fe0f2-8afc-424d-abee-6aefbd7835dc,Michelle,Hanson,1992-08-27,F,msandoval@example.com,4262835792,36983 Day Gardens Suite 182,Hamburg,Germany,Visual merchandiser,Low,2019-04-21
fc4f95e2-2203-4e02-887f-840e57aa1347,Angela,Ayala,1938-01-07,M,kevinhoward@example.org,6254685081,178 Benjamin Tunnel,Los Angeles,United States,Commercial art gallery manager,Medium,2023-04-07
0438f5a0-9947-45b5-999d-76451dd413a3,Billy,Harper,null,M,rhondaallen@example.net,497.982.4059,3210 Willis Summit,London,United Kingdom,"Sound technician, broadcasting/film/video",Low,2019-08-03
28d00a0b-4f8f-42cb-8ba6-25f1381110ff,Taylor,Martin,1996-06-11,M,aaron58@example.net,726-343-8009,3762 Roberts Rue Suite 750,Bangalore,India,"Scientist, audiological",Low,2019-01-03
a1da1697-903a-4b0b-882d-db6f88c0bd14,Nancy,Fernandez,1957-04-10,F,ryanthomas@example.org,001-742-799-5078x6267,559 Jesus Court Apt. 015,Berlin,Germany,Multimedia programmer,High,2020-10-17
cdb30c28-ee8d-460d-bb00-baf7210324d9,David,James,2000-07-16,F,hailey30@example.net,784-442-2393x8560,935 Megan Mountain Suite 693,Chicago,United States,Banker,High,2018-12-16
f2506ba4-fc4e-46e3-9752-00b59a7c8c0d,Patricia,Mitchell,1989-01-11,F,tina18@example.org,237.230.2434x97771,588 Lopez Meadows,Hamburg,Germany,"Administrator, Civil Service",Medium,2018-05-15
35a29ac8-8da4-48a6-bfd8-d4ddb2a069df,Tina,Logan,1979-05-11,F,tfranklin@example.org,7164134712,1131 Jessica Drive Suite 194,Frankfurt,Germany,Chartered legal executive (England and Wales),High,2017-05-03
a790f172-9fbe-4c81-b72c-02d8ffc5f3ba,Kiara,Davila,2008-01-08,M,kelly89@example.net,311-314-6817x378,9063 Kimberly Wall Suite 300,Chicago,United States,Financial controller,Low,2017-01-27
288d25c8-25f8-4063-b6e5-514a93bff2e3,Lauren,Dorsey,1966-04-17,F,qwilliams@example.net,413.200.8402,522 Smith Oval Suite 017,Liverpool,United Kingdom,"Conservation officer, historic buildings",Low,2017-05-03
c6dc67d0-563b-4d85-a5d7-ff92d8cf36e3,Melanie,Long,2006-03-03,M,fryebrian@example.org,(820)800-0442x4236,84993 Wilson Street Suite 532,Manchester,United Kingdom,Make,Low,2024-03-08
6d243a36-defe-4968-892a-d5b3e4424cd0,Thomas,Howard,2007-02-13,F,vdavis@example.org,7022921296,990 Gerald Pike Apt. 378,New York,United States,"Engineer, site",High,2020-11-22
e2bcef11-43e7-4342-bafe-10a224b66ae1,Maria,Daugherty,1930-09-06,F,jennalong@example.com,001-738-707-7149x20659,82042 Warren Course,Los Angeles,United States,Animal technologist,Medium,2017-04-16
d622e7ea-b7b0-4138-97ed-b4fccaf4c5a1,null,Wood,1974-01-08,M,lopezchelsea@example.org,001-419-264-5507x16824,14675 Melinda Ridges,Sapporo,Japan,"Engineer, maintenance (IT)",Medium,2018-10-11
7176640f-5d12-4065-878d-aaf9a062e595,William,Wheeler,2008-11-16,M,ericross@example.net,364.307.9574x8908,27062 Zamora Camp,Birmingham,United Kingdom,Statistician,Low,2018-02-27
0dd3391b-f9f1-4876-9ecf-4420db3b73eb,Kristen,White,1988-03-19,M,freemansandra@example.org,241.329.0105x745,0438 Michael Knoll Suite 934,Los Angeles,United States,"Doctor, general practice",Low,2017-11-27
8f18e4c8-8ad7-470a-915b-f22a1a6ba71d,Daniel,Jenkins,1998-02-07,F,howardjocelyn@example.org,001-381-224-0350x60377,371 Long Pines Suite 555,Manchester,United Kingdom,Insurance account manager,Low,2016-05-14
0927a619-63ba-45db-8b22-edc6e8fdd4b7,Michael,Walsh,1978-06-22,M,michael39@example.org,241.202.4154,105 Garcia Gateway Apt. 180,London,United Kingdom,Emergency planning/management officer,High,2024-04-11
3728b3cb-d2e0-4a7e-9544-4d84931eef08,Nathan,Hughes,1996-12-17,F,peterbaker@example.org,(242)895-9498x837,7593 Dakota Isle,Liverpool,United Kingdom,Public relations officer,Medium,2020-09-05
78cbabde-fc52-4105-b48a-12f3e2d76e47,Kyle,Brown,1944-03-14,F,sgarcia@example.org,001-515-520-5493x36246,5855 Todd Streets,Birmingham,United Kingdom,"Therapist, speech and language",Low,2015-08-16
6a489351-d7f8-48dd-92f4-fde858c43d14,Peter,Silva,1999-08-16,M,banderson@example.net,380.919.6778,28966 Hill Oval Apt. 138,Birmingham,United Kingdom,Applications developer,Medium,2023-11-16
384a0404-30ea-4e5d-8206-9708f87b4e07,Gary,Jackson,2022-05-20,F,danielle45@example.net,001-379-381-4734x98465,68886 Newman Streets Apt. 809,Delhi,India,"Administrator, local government",Low,2022-04-22
b44b685c-40c3-42da-a886-fb9a256735a0,William,Hall,1997-04-21,F,valdezjeffrey@example.net,+1-972-471-9192,9736 Renee Drive Suite 931,Mumbai,India,Ceramics designer,High,2023-05-29
831f8fec-3105-45bb-82d4-1eef5220ee85,null,King,1971-02-27,F,shermancaitlin@example.com,001-355-964-3427x08620,334 John Mount,Birmingham,United Kingdom,Herbalist,High,2016-05-08
561152c8-dc1a-4343-ade9-8e7ba165c571,Hannah,Ramirez,null,F,anthonybaker@example.org,382.466.8092x49446,13834 Bradley Roads,Tokyo,Japan,Animator,High,2016-06-18
498391f8-9136-4d1e-886d-79f160d4a9ed,Scott,Hahn,2020-08-23,F,jameswilliams@example.net,808.207.2523x6163,24893 Tammy Coves Apt. 843,Mumbai,India,Mining engineer,Low,2018-05-15
9fd61270-5aaa-4f53-8cbe-ff2d15b1dccb,Victoria,Mitchell,1968-08-16,M,dalexander@example.org,+1-327-648-4886x6972,82810 Anderson Pines Suite 057,Chennai,India,Midwife,Low,2021-06-24
39b21f6c-af03-45a9-98ac-ee5faa1c897a,Daniel,Whitaker,1975-02-10,F,lpatterson@example.com,321.744.9799x5264,44568 Leonard Pike,Liverpool,United Kingdom,Restaurant manager,Low,2018-11-20
43fab5af-a6a4-4f57-a2f2-43a797a162fb,Lisa,Taylor,2003-01-06,M,julie91@example.com,354-923-9878x24756,4916 Gillespie Glens Apt. 099,Bangalore,India,"Copywriter, advertising",Medium,2023-09-20
b64270a7-ce2d-4d65-af21-63fe3aeaefab,null,Jones,1986-09-17,F,cjohnson@example.com,+1-565-662-7307x9608,573 Daniel Ford Apt. 048,Cologne,Germany,"Psychologist, educational",Medium,2024-01-07
300aefdb-130e-4a1d-8f2d-a3adff32ecf8,Andrew,Padilla,null,M,ilozano@example.com,(384)565-0277,73223 Christopher Meadow,Delhi,India,"Teacher, secondary school",Low,2022-09-15
ca033abb-73b5-42b6-96d6-282766edbe15,Michele,Carter,2021-04-07,M,wmoore@example.com,001-532-948-5511x13354,1942 Terri Turnpike Apt. 017,Tokyo,Japan,Medical illustrator,Medium,2021-12-25
31c1e683-ffe1-4948-b415-b01e77019c4c,null,Esparza,1933-12-30,M,woodskristin@example.net,876.723.0791x015,5787 Baldwin Crescent,Tokyo,Japan,"Teacher, adult education",High,2017-03-06
7f6ead0c-81aa-4ec4-9043-d5137dd2f717,null,Love,1965-12-06,M,elizabeth54@example.net,328-866-4781x84257,852 Wright Rue,Los Angeles,United States,"Engineer, electrical",Low,2023-11-06
f0440ff3-3239-4008-bcd2-51d3e2e81129,Mary,Thomas,2004-01-04,M,suareznatalie@example.com,341-317-9343,201 Sanchez Prairie Apt. 553,Berlin,Germany,Rural practice surveyor,High,2022-06-12
c7f98eb2-c4d0-4ce4-89b1-23ff172a4403,Brian,Anderson,1931-09-15,F,lorimartinez@example.com,(596)616-7892x8696,3833 Smith Mall Apt. 985,Phoenix,United States,"Teacher, music",Medium,2022-06-22
8ed6ece1-69f0-4249-9e1a-1bfcc47f59c7,Angela,Cline,1934-09-24,M,lmcgee@example.com,(482)765-7089x5360,6426 Anderson Trafficway,Bangalore,India,English as a second language teacher,High,2020-04-26
ff7fbf62-7d73-4362-a22b-6441506e02a3,Daniel,Riley,null,F,christopher89@example.com,(461)412-6575x68823,370 Christina Fort,Liverpool,United Kingdom,Politician's assistant,Low,2017-09-29
0f9b438a-4ab5-4072-a8f9-e1deccf93e71,Edward,Ross,2014-11-24,F,torresheather@example.org,250-595-9699x120,059 Cameron Fork,Bangalore,India,Tourism officer,Medium,2014-10-27
8c91b86f-ca1a-47ad-9475-962fc4f4e753,Gina,Bowen,1981-02-20,F,monica48@example.org,695-281-0472x580,197 Rebecca Cape Suite 585,Glasgow,United Kingdom,Careers information officer,Low,2023-10-08
f99e7fdf-49e2-4419-9bf7-253937786d21,Caleb,Scott,1970-01-18,F,amy54@example.org,001-709-258-7385,55617 Jamie Canyon Apt. 931,Chennai,India,Corporate treasurer,Medium,2023-09-13
57f288d2-ec8e-4552-a0ce-7126b4c92002,null,Carter,1965-08-07,F,eporter@example.org,450.335.7279,6941 Shawn Corner Apt. 490,Phoenix,United States,Pharmacologist,Medium,2018-01-08
cd092995-7a34-42b3-b78e-810ef5a4e457,Kimberly,Johnson,1928-04-27,M,solomoncynthia@example.org,001-538-598-2276x97587,40441 Cindy Burgs,Houston,United States,"Editor, magazine features",High,2020-08-23
5e5e20a5-70ad-4649-a686-4553f9fb6e79,Rebecca,Barrera,1974-01-19,M,rsantiago@example.net,001-221-817-5905x290,7749 Amy Locks Apt. 009,Bangalore,India,Geophysicist/field seismologist,High,2015-12-16
9e41331d-ed8e-47df-ba9a-4e4af1fcd606,Robin,Sanchez,1954-06-29,M,ulynch@example.org,738.436.3915,0290 Steven Hill Suite 636,Birmingham,United Kingdom,Medical physicist,Medium,2023-12-07
55121b31-2fd5-4059-a47b-988a71d9fb7e,Nicole,Alvarado,1932-02-09,M,oford@example.net,624-364-2142x5214,82130 Carrie Circle Suite 487,Berlin,Germany,Surgeon,Low,2023-02-28
6cc58d07-0c29-4a16-8bdf-d635349e466d,Jennifer,Kim,2012-05-20,M,blankenshipandrew@example.org,+1-974-290-5951,866 Shepherd Island Suite 531,Chennai,India,Location manager,High,2019-06-12
f4a78c8e-d4e5-49ac-b682-1c75db5cb7b4,Anna,Hicks,1975-07-13,F,apage@example.net,001-945-638-9540x353,639 Paul Neck,Berlin,Germany,Psychiatrist,High,2017-06-07
c3fe8e30-32f5-41f8-8e5e-0c0d803fabbb,Richard,Garcia,1938-09-07,F,davidbarron@example.net,+1-760-958-4102x938,8464 Joanne Wells Suite 313,Fukuoka,Japan,Bonds trader,High,2016-02-04
6587c22e-085a-47b4-aaf7-ab522ef161cf,Brittney,Schmitt,2014-03-23,M,clarkjoshua@example.org,001-622-884-1135,7631 Mitchell Crest,Mumbai,India,Best boy,Low,2020-09-14
3c13f4f5-93e8-49ab-8d9c-1258a9e743b7,Taylor,Powell,1933-04-03,F,tonya71@example.org,(705)394-6174,765 Shepherd Common,Sapporo,Japan,Medical secretary,High,2020-06-05
a7d47ef4-10c3-4712-bf7f-654cf9cfb132,Kevin,Gonzalez,1971-03-22,F,reginaldjackson@example.net,383-631-4997x811,57640 Mason Port Apt. 267,Berlin,Germany,Make,High,2015-04-20
b6e2057a-cc77-4c11-a23a-fcfd0abc72ff,Michelle,Hendrix,2008-09-14,M,thomasgomez@example.net,+1-668-852-3542x4410,84454 Ibarra Radial,Chicago,United States,Social worker,High,2019-04-05
9af7ea2b-a851-4000-ab52-1660dcaecce0,Brittany,Jackson,1950-10-05,M,sheajohn@example.org,001-835-239-2489,6856 Emily Terrace,Birmingham,United Kingdom,"Producer, radio",High,2022-09-07
82bd0cd2-e1cc-4cc5-b231-afcfe97c7e39,Christopher,Dixon,1996-09-08,F,cmitchell@example.net,704-319-3969x30197,0351 Samantha Meadows Apt. 230,Houston,United States,Youth worker,Low,2020-03-19
eb405633-c12a-4bb9-818a-99ccede5db89,Eric,Hernandez,1962-03-13,M,mcollins@example.com,001-217-222-0214x6561,929 Richard Isle Apt. 080,Mumbai,India,Adult guidance worker,Medium,2018-05-13
35866cb5-7807-451b-9921-d5d2a93ade8a,Lisa,Johnson,1994-04-23,F,holdenmary@example.org,001-218-714-9262x00414,2905 Lopez Wall,Chicago,United States,Psychotherapist,High,2017-05-01
5f70faf5-db0a-434f-b9a7-31bf2dd106d9,Scott,Oneal,1946-09-20,M,uchavez@example.com,001-418-657-5323,0325 Sandra Shoal Suite 951,Chennai,India,"Civil engineer, contracting",High,2018-02-18
461bddfd-8c78-475b-8023-1a0a31149ab9,Christine,Gomez,2001-11-17,M,kimberlyhenry@example.net,560.527.0902,887 Clark Lodge Apt. 536,Birmingham,United Kingdom,Facilities manager,Medium,2018-12-14
faa0472b-1110-4cce-8562-59bc5695ac29,Andrew,Nash,null,F,gcook@example.com,827.309.2813,99827 Clements Stream,Osaka,Japan,Museum education officer,Medium,2016-04-04
8cccb242-2230-4414-977c-5886ca273f2f,Dawn,Carter,1997-06-25,F,xli@example.org,406.971.4373x0179,45372 Patterson Plaza,Mumbai,India,Magazine journalist,High,2021-10-05
d2105744-1a30-4bd7-ab6a-3359bdb26cbc,Brandi,Gibson,1972-02-13,F,bryan96@example.com,424-372-5757,78539 Kristin Key Suite 493,Tokyo,Japan,Commercial art gallery manager,High,2022-07-30
c259165c-131b-4edf-996e-367feb4f2b1d,Diana,Thornton,2007-03-04,F,sheila50@example.com,5277238254,938 William Vista Apt. 115,New York,United States,"Surveyor, planning and development",Medium,2020-08-18
3f1b54df-64af-4900-a9c0-c9335d99c4d8,Paula,Miller,2012-11-03,F,kyleshea@example.net,+1-939-816-8300x61530,595 Cordova Loaf,Hamburg,Germany,Magazine features editor,High,2019-11-16
